"","RunIdentifier","eventID","principalInvestigator","samplingProtocol","dayDeployed","dayCollected","yearDeployed","yearCollected","lengthDeployment","collectorList","continentOcean","country","county","locality","island","islandGroup","locationID","decimalLatitude","decimalLongitude","DMSLatitude","DMSLongitude","habitat","fullUnit","unitNotes","unitAttachment","unitRetrievalBin","unitRetrievalFilteredWater","unitRetrievalBubbler","bcid","uniqueLatLong","materialSampleID","sampleSizeFractionation","institutionCode","institutionID","datasetName","fractionStorageBuffer","fractionNotes","homogenisation","homogenisationSample","homogenisationMethod","sampleExtractionKitManufacturer","sampleExtractionKit","sampleExtractCleanUp","sampleExtractCleanUpKitManufacturer","sampleExtractCleanUpKit","metabarcodingGeneticMarker","ampliconPrimerForward","ampliconPrimerReverse","ampliconPrimerRef","ampliconPCRTriplicates","ampliconPCRProtocol","ampliconPCRPolymerase","ampliconPCRCycles","ampliconAnnealingTemp","ampliconPCRNotes","ampliconPCRTriplicateMerged","sequencingTriplicates","sample_name"
"TUT.11A.BS","Run11","Ransome_TUT11_TUT11A_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT11",-14.36041667,-170.75035,"14° 21' 37.50"" S","170° 45' 01.25"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_11A","-14.36041667 -170.75035","Ransome_TUT11_TUT11A_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT.11A.BS"
"TUT.11B.BS","Run11","Ransome_TUT11_TUT11B_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT11",-14.36041667,-170.75035,"14° 21' 37.50"" S","170° 45' 01.25"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_11B","-14.36041667 -170.75035","Ransome_TUT11_TUT11B_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT.11B.BS"
"TUT.22.BS","Run11","Ransome_TUT22_TUT22C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT22",-14.36613333,-170.7628833,"14° 21' 58.07"" S","170° 45' 46.37"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_22C","-14.36613333 -170.7628833","Ransome_TUT22_TUT22C_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT.22.BS"
"ART1B.SES","Run12","Ransome_ART01_ART01B_120312_150524","Ransome","ARMS","12/03/2012","24/05/2015",2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring","Pacific","Phillipines","Mabini","Arthur's Reef","Luzon","Verde Islands","ART01",13.70776,120.87432,"13° 42' 27.93"" N","120° 52' 27.55"" E","fringing reef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/CaU2ART_01_B_44","13.70776 120.87432","Ransome_ART01_ART01A_120312_150524_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","ART1B.SES"
"BAA1A.100","Run12","Ransome_BAA01_BAA01A_120312_150530","Ransome","ARMS","12/03/2012","30/05/2015",2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring","Pacific","Phillipines","Tingloy","Batalang Bato","Tingloy","Verde Islands","BAA01",13.65885,120.89513,"13° 39' 31.85"" N","120° 53' 42.46"" E","patch reef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/CaU2BAA_01_A_44","13.65885 120.89513","Ransome_BAA01_BAA01A_120312_150530_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","BAA1A.100"
"BAO1A.100","Run12","Ransome_BAO01_BAO01A_120312_150521","Ransome","ARMS","12/03/2012","21/05/2015",2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring, Aji Wahyu Anggoro","Pacific","Phillipines","Mabini","Batong Bay","Luzon","Verde Islands","BAO01",13.72805,120.88358,"13° 43' 40.97"" N","120° 53' 00.88"" E","fringing reef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/CaU2BAO_01_A_40","13.72805 120.88358","Ransome_BAO01_BAO01A_120312_150521_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","BAO1A.100"
"BAO1A.SES","Run12","Ransome_BAO01_BAO01A_120312_150521","Ransome","ARMS","12/03/2012","21/05/2015",2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring, Aji Wahyu Anggoro","Pacific","Phillipines","Mabini","Batong Bay","Luzon","Verde Islands","BAO01",13.72805,120.88358,"13° 43' 40.97"" N","120° 53' 00.88"" E","fringing reef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/CaU2BAO_01_A_40","13.72805 120.88358","Ransome_BAO01_BAO01A_120312_150521_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","BAO1A.SES"
"CE01.100","Run12","Ransome_IND01_CE01_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE01_110701_120601_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE01.100"
"CE01.500","Run12","Ransome_IND01_CE01_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE01_110701_120601_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE01.500"
"CE02.500","Run12","Ransome_IND01_CE02_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","Close Encounters","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE02_110701_120601_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE02.500"
"CE03.100","Run12","Ransome_IND01_CE03_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","Close Encounters","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE03_110701_120601_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE03.100"
"CE03.500","Run12","Ransome_IND01_CE03_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","Close Encounters","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE03_110701_120601_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE03.500"
"GUA2A.SES","Run12","Ransome_GUA02_GUA02C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Guam","","Guam","Guam","Mairanas Islands","GUA02",13.30553141,144.6525324,"13° 18' 19.91"" N","144° 39' 09.11"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_GUA_02C","13.30553141 144.6525324","Ransome_GUA02_GUA02C_110101_140101_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","GUA2A.SES"
"HR01.500","Run12","Ransome_HR01_HR01_120601_130601","Ransome","ARMS","01/06/2012","01/06/2013",2012,2013,12,"","Pacific","Indonesia","","Horse Reef","","Bali","HR01",-8.12787,114.65562,"08° 07' 40.33"" S","114° 39' 20.23"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12787 114.65562","Ransome_HR01_HR01_120601_130601_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","HR01.500"
"KOA1A.SES","Run12","Ransome_KOA01_KOA01A_120312_150523","Ransome","ARMS","12/03/2012","23/05/2015",2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring, Aji Wahyu Anggoro","Pacific","Phillipines","Mabini","Koala Reserve","Luzon","Verde Islands","KOA01",13.7166,120.87194,"13° 42' 59.75"" N","120° 52' 18.98"" E","fringing reef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/CaU2KOA_01_A_40","13.7166 120.87194","Ransome_KOA01_KOA01A_120312_150523_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KOA1A.SES"
"KUR12.SES","Run12","Ransome_KUR12_KUR12A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Kure","Kure","Northwest Hawaiian Islands","KUR12",28.382517,-178.324733,"28° 22' 57.06"" N","178° 19' 29.03"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_KUR_12A","28.382517 -178.324733","Ransome_KUR12_KUR12A_100101_130101_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KUR12.SES"
"MAI1.SES","Run12","Ransome_MAI01_MAI01B_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Maui","Maui","Hawaiian Islands","MAI01",20.76231667,-155.9799833,"20° 45' 44.34"" N","155° 58' 47.93"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_MAI_01B","20.76231667 -155.9799833","Ransome_MAI01_MAI01B_100101_130101_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","MAI1.SES"
"MOO21.100","Run12","Ransome_MOO01_MOO21_120201_140117","Ransome","ARMS","01/02/2012","17/01/2014",2012,2014,23,"Chris Meyer, Emma Ransome, Molly Timmers","Pacific","French Polynesia","","ARMS West site - north shore","Moorea Island","Society Islands","MOO01",-17.47849,-149.84766,"17° 28' 42.56"" S","149° 50' 51.57"" W","outer reef slope","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FFV22014_ARMS_MOO_021","-17.47849 -149.84766","Ransome_MOO01_MOO21_120201_140117_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","MOO21.100"
"OFU3A.SES","Run12","Ransome_OFU03_OFU03A_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU03",-14.18628333,-169.6599,"14° 11' 10.61"" S","169° 39' 35.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_03A","-14.18628333 -169.6599","Ransome_OFU03_OFU03A_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU3A.SES"
"PAG1.100","Run12","Ransome_PAG01_PAG01C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Pagan","Northern Mariana Islands","PAG01",18.10722,145.78577,"18° 06' 25.99"" N","145° 47' 08.77"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_PAG_01C","18.10722 145.78577","Ransome_PAG01_PAG01C_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAG1.100"
"PAG5.100","Run12","Ransome_PAG05_PAG05C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Pagan","Northern Mariana Islands","PAG05",18.11947,145.75555,"18° 07' 10.09"" N","145° 45' 19.97"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_PAG_05C","18.11947 145.75555","Ransome_PAG05_PAG05C_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAG5.100"
"PAG9.100","Run12","Ransome_PAG09_PAG09B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Pagan","Northern Mariana Islands","PAG09",18.07072,145.71376,"18° 04' 14.59"" N","145° 42' 49.53"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_PAG_09B","18.07072 145.71376","Ransome_PAG09_PAG09B_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAG9.100"
"SAI5.100","Run12","Ransome_SAI05_SAI05A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Saipan","Northern Mariana Islands","SAI05",15.09787,145.74339,"15° 05' 52.33"" N","145° 44' 36.20"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_SAI_05A","15.09787 145.74339","Ransome_SAI05_SAI05A_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","SAI5.100"
"SAI6.100","Run12","Ransome_SAI06_SAI06B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Saipan","Northern Mariana Islands","SAI06",15.15643,145.69002,"15° 09' 23.14"" N","145° 41' 24.07"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_SAI_06B","15.15643 145.69002","Ransome_SAI06_SAI06B_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","SAI6.100"
"TWI2A.SES","Run12","Ransome_TWI02_TWI02A_120312_150522","Ransome","ARMS","12/03/2012","22/05/2015",2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring, Aji Wahyu Anggoro","Pacific","Phillipines","Mabini","Twin Rocks","Luzon","Verde Islands","TWI02",13.69054,120.88903,"13° 41' 25.94"" N","120° 53' 20.50"" E","fringing reef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/CaU2TWI_02_A_48","13.69054 120.88903","Ransome_TWI02_TWI02A_120312_150522_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TWI2A.SES"
"WAK6.100","Run12","Ransome_WAK06_WAK06A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Wake Island","","Wake Island","Wake Island","","WAK06",19.29178,166.60729,"19° 17' 30.40"" N","166° 36' 26.24"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2PRIA_2014_WAK_06A","19.29178 166.60729","Ransome_WAK06_WAK06A_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","WAK6.100"
"JAR11.100","Run13","Ransome_JAR11_JAR11C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"","Pacific","Line Islands","","Jarvis","Jarvis Island","Line Islands","JAR11",-0.369001552,-160.008115,"00° 22' 08.40"" S","160° 00' 29.21"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_11C","-0.369001552 -160.008115","Ransome_JAR11_JAR11C_120501_150301_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","JAR11.100"
"JAR11.500","Run13","Ransome_JAR11_JAR11C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"","Pacific","Line Islands","","Jarvis","Jarvis Island","Line Islands","JAR11",-0.369001552,-160.008115,"00° 22' 08.40"" S","160° 00' 29.21"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_11C","-0.369001552 -160.008115","Ransome_JAR11_JAR11C_120501_150301_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","JAR11.500"
"JAR4.100","Run13","Ransome_JAR04_JAR04C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"","Pacific","Line Islands","","Jarvis","Jarvis Island","Line Islands","JAR04",-0.382331461,-160.0029528,"00° 22' 56.39"" S","160° 00' 10.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_04C","-0.382331461 -160.0029528","Ransome_JAR04_JAR04C_120501_150301_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","JAR4.100"
